,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,anom_count,incident_id,num,class,mse
19545,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,2742,4026,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,3982,2882,4048,4048,4066,2736,4016,4020,2708,3256,2708,4028,4020,4028,4026,4026,3008,2744,4016,4026,2708,4026,2740,4030,4020,4020,4026,3008,3008,4130,4022,3506,3506,4022,3506,2742,4050,4050,4032,4032,2708,4018,4026,4026,3636,3658,2740,4030,4018,4026,4122,4122,3982,4180,3254,2686,4080,0,4456281,38,normal,18.844784775721894
19508,4126,2708,4394,1566,1570,4004,2852,4110,2854,4026,4092,4094,2708,2744,4148,4026,4140,4162,4150,4152,4168,4156,4406,4410,2740,4408,4412,3254,3254,3254,4124,2858,2658,2688,4124,4124,4030,4018,4124,2708,2852,2854,2742,4026,4120,2858,2658,2688,2852,2854,3254,3254,3254,4120,2858,2658,2688,4120,2708,2970,4082,4090,4092,4084,4094,4090,3234,2974,4100,4066,4120,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,4068,3636,3658,2956,2956,2956,4068,3636,3658,2682,3620,2956,2956,2956,3224,4396,4068,3636,3658,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,4068,2708,2744,4026,4148,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,0,4456281,1,normal,17.721166695243166
19595,2956,2956,2956,2956,2956,2956,4066,4066,2708,4026,4016,2744,4026,4026,4148,4020,2708,4026,4020,4124,3636,3658,2940,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4396,148,4396,2956,2956,2956,4068,4068,2708,2742,4026,4026,2708,4026,4016,4020,4020,4148,3636,3658,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3660,3668,2708,4016,4028,2744,4028,2708,4020,4020,4148,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2742,2708,4026,4148,4020,4016,4026,4020,3636,3658,2684,4120,2956,2956,2956,2956,2956,2956,0,4456305,24,normal,9.735622208469673
19599,2956,2956,2956,4396,148,4396,2956,2956,2956,4068,4068,2708,2742,4026,4026,2708,4026,4016,4020,4020,4148,3636,3658,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3660,3668,2708,4016,4028,2744,4028,2708,4020,4020,4148,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2742,2708,4026,4148,4020,4016,4026,4020,3636,3658,2684,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,4068,4068,2708,4016,4028,2744,4148,4028,4020,2708,4026,4020,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,0,4456305,28,normal,9.596523855255354
19598,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4396,148,4396,2956,2956,2956,4068,4068,2708,2742,4026,4026,2708,4026,4016,4020,4020,4148,3636,3658,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3660,3668,2708,4016,4028,2744,4028,2708,4020,4020,4148,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2742,2708,4026,4148,4020,4016,4026,4020,3636,3658,2684,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,4068,4068,2708,4016,4028,2744,4148,4028,4020,2708,4026,4020,0,4456305,27,normal,9.478569360750264
19594,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,4026,4016,2744,4026,4026,4148,4020,2708,4026,4020,4124,3636,3658,2940,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4396,148,4396,2956,2956,2956,4068,4068,2708,2742,4026,4026,2708,4026,4016,4020,4020,4148,3636,3658,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3660,3668,2708,4016,4028,2744,4028,2708,4020,4020,4148,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2742,2708,4026,4148,4020,4016,4026,4020,0,4456305,23,normal,9.36354695652205
19617,4068,2708,4024,3506,2744,4056,4032,2708,4026,2740,4030,4018,4026,3634,4126,4068,2708,2852,2854,4124,2858,2658,2688,3620,2708,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,0,4456317,6,normal,8.712987431391968
19615,4068,3636,2956,2956,2956,2956,2956,4068,3636,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4024,3506,2744,4056,4032,2708,4026,2740,4030,4018,4026,3634,4126,4068,2708,2852,2854,4124,2858,2658,2688,3620,2708,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,0,4456317,4,normal,8.590332671142995
19614,2956,4068,3636,4120,2956,2956,2956,2956,2956,2956,4068,3636,2956,2956,2956,2956,2956,4068,3636,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4024,3506,2744,4056,4032,2708,4026,2740,4030,4018,4026,3634,4126,4068,2708,2852,2854,4124,2858,2658,2688,3620,2708,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,0,4456317,3,normal,8.52443117469987
19616,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4024,3506,2744,4056,4032,2708,4026,2740,4030,4018,4026,3634,4126,4068,2708,2852,2854,4124,2858,2658,2688,3620,2708,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456317,5,normal,8.4601617507013
19613,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,4120,2956,2956,2956,2956,2956,2956,4068,3636,2956,2956,2956,2956,2956,4068,3636,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,2708,4024,3506,2744,4056,4032,2708,4026,2740,4030,4018,4026,3634,4126,4068,2708,2852,2854,4124,2858,2658,2688,3620,2708,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,0,4456317,2,normal,8.36890308456708
19655,4072,2744,4148,4016,2896,2852,2854,3254,3254,3254,4180,3634,4066,4068,4066,4068,2744,4026,4026,4016,4026,2708,4020,4026,4020,4148,2852,2854,3254,3254,3254,4180,2896,3634,2970,4082,4092,4090,4084,4090,4094,4092,4090,4082,4094,3236,2974,4100,4124,4066,4068,2708,3634,4124,2956,2956,2956,2686,2708,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3254,4180,2686,4080,4080,4124,4124,2658,2688,2682,2956,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,4066,4068,3636,3658,0,4456323,0,normal,24.43864129763816
19656,4180,3634,4066,4068,4066,4068,2744,4026,4026,4016,4026,2708,4020,4026,4020,4148,2852,2854,3254,3254,3254,4180,2896,3634,2970,4082,4092,4090,4084,4090,4094,4092,4090,4082,4094,3236,2974,4100,4124,4066,4068,2708,3634,4124,2956,2956,2956,2686,2708,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3254,4180,2686,4080,4080,4124,4124,2658,2688,2682,2956,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,4066,4068,3636,3658,2956,2956,2956,0,4456323,1,normal,20.81384181287744
19695,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,4168,2956,4140,4148,4140,4162,4162,4150,4152,4168,4156,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,0,4456371,20,normal,18.37524771123276
19694,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,4168,2956,4140,4148,4140,4162,4162,4150,4152,4168,4156,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,0,4456371,19,normal,18.34201547777601
19693,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,4168,2956,4140,4148,4140,4162,4162,4150,4152,4168,4156,2956,2956,2956,2956,4066,3636,3658,4078,2956,0,4456371,18,normal,18.30420953592089
19696,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,4168,2956,4140,4148,4140,4162,4162,4150,4152,4168,4156,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,4124,2956,0,4456371,21,normal,18.297661899312445
19692,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,4168,2956,4140,4148,4140,4162,4162,4150,4152,4168,0,4456371,17,normal,18.110254517900835
19697,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,4168,2956,4140,4148,4140,4162,4162,4150,4152,4168,4156,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456371,22,normal,17.879565028460664
19691,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,4090,2956,2956,2956,3236,2956,2956,2956,2974,4100,0,4456371,16,normal,16.761115080598024
19690,4158,4124,3636,3658,4124,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,4004,2852,4110,2854,4026,4092,4094,2708,2744,4026,4030,4018,4026,4148,4140,2610,4162,4150,4152,2956,4168,4156,4406,4410,2956,4408,4412,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,2852,2854,3254,3254,3254,4120,2882,2884,2884,2882,2858,2658,2688,2956,2956,2956,2956,2744,4026,4148,2852,2854,2956,3254,3254,3254,2892,4124,2956,2956,2858,2658,2688,2956,2956,2956,4066,2970,3636,3658,4078,4082,4092,4090,4084,4094,0,4456371,15,normal,16.7587891457361
19749,2956,2956,2956,2956,2956,2956,2956,2956,2956,4004,4032,4004,4032,4028,2852,4026,4110,4026,4028,2852,4110,2854,2854,2956,2742,4026,4148,2708,4016,2956,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,3234,2974,4100,4100,4124,2956,2956,2956,4068,3636,0,4456485,14,normal,27.33342872580156
19750,4032,4004,4032,4028,2852,4026,4110,4026,4028,2852,4110,2854,2854,2956,2742,4026,4148,2708,4016,2956,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,3234,2974,4100,4100,4124,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,0,4456485,15,normal,27.25734326556654
19748,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4004,4032,4004,4032,4028,2852,4026,4110,4026,4028,2852,4110,2854,2854,2956,2742,4026,4148,2708,4016,2956,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,0,4456485,13,normal,26.592026235813524
19751,4110,2854,2854,2956,2742,4026,4148,2708,4016,2956,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,3234,2974,4100,4100,4124,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456485,16,normal,26.00286369077803
19747,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4004,4032,4004,4032,4028,2852,4026,4110,4026,4028,2852,4110,2854,2854,2956,2742,4026,4148,2708,4016,2956,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,0,4456485,12,normal,25.210518917137925
19752,4030,2956,4026,4020,4020,4026,4140,4140,4152,2956,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,3234,2974,4100,4100,4124,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,0,4456485,17,normal,24.78761918641654
19753,4152,4168,4168,4156,4156,2956,2956,2956,4070,4070,4068,4406,4408,4410,4412,4408,4412,2708,4406,4410,4066,4068,4066,4068,3636,3658,4024,3506,2744,4056,4032,2708,4026,2740,4026,4030,4018,4126,2708,2742,4026,2894,4148,4120,4120,2682,2956,2956,2956,4026,2742,4016,2708,4026,4020,4020,3632,2956,2686,2708,2744,4026,2852,2854,4124,2852,2854,2858,2658,2688,4120,3254,3254,3254,3008,2858,2658,2688,3256,3256,3254,4148,3254,3254,2970,2982,2970,2982,2708,2970,4082,4092,4090,4084,4090,4094,4092,4082,4090,4094,3234,2974,4100,4100,4124,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4456485,18,normal,23.80747165606013
